GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
Beijing-Nuclear_EP,2022,2800000,170000,.
Chongqing-Coal-SUBCRITICAL,2025,600000,20000,.
Chongqing-Coal-SUBCRITICAL,2035,600000,20000,.
Chongqing-Coal-SUBCRITICAL,2045,600000,20000,.
Chongqing-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Chongqing-Coal-SUPERCRITICAL,2025,700000,30000,.
Chongqing-Coal-SUPERCRITICAL,2035,700000,30000,.
Chongqing-Coal-SUPERCRITICAL,2045,700000,30000,.
Chongqing-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Chongqing-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Chongqing-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Chongqing-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Chongqing-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Chongqing-Coal-IGCC,2025,1100000,49000,.
Chongqing-Coal-IGCC,2035,1050000,44000,.
Chongqing-Coal-IGCC,2045,950000,41000,.
Chongqing-Coal-IGCC_EP,2022,1100000,49000,.
Chongqing-Gas-CCGT,2025,560000,20000,.
Chongqing-Gas-CCGT,2035,560000,20000,.
Chongqing-Gas-CCGT,2045,560000,20000,.
Chongqing-Gas-CCGT_EP,2022,560000,20000,.
Chongqing-Gas-turbine,2025,350000,20000,.
Chongqing-Gas-turbine,2035,350000,20000,.
Chongqing-Gas-turbine,2045,350000,20000,.
Chongqing-Gas-turbine_EP,2022,350000,20000,.
Chongqing-Nuclear,2025,2800000,170000,.
Chongqing-Nuclear,2035,2725000,170000,.
Chongqing-Nuclear,2045,2575000,170000,.
Chongqing-Nuclear_EP,2022,2800000,170000,.
East_Inner_Mongolia-Coal-SUBCRITICAL,2025,600000,20000,.
East_Inner_Mongolia-Coal-SUBCRITICAL,2035,600000,20000,.
East_Inner_Mongolia-Coal-SUBCRITICAL,2045,600000,20000,.
East_Inner_Mongolia-Coal-SUBCRITICAL_EP,2022,600000,20000,.
East_Inner_Mongolia-Coal-SUPERCRITICAL,2025,700000,30000,.
East_Inner_Mongolia-Coal-SUPERCRITICAL,2035,700000,30000,.
East_Inner_Mongolia-Coal-SUPERCRITICAL,2045,700000,30000,.
East_Inner_Mongolia-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
East_Inner_Mongolia-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
East_Inner_Mongolia-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
East_Inner_Mongolia-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
East_Inner_Mongolia-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
East_Inner_Mongolia-Coal-IGCC,2025,1100000,49000,.
East_Inner_Mongolia-Coal-IGCC,2035,1050000,44000,.
East_Inner_Mongolia-Coal-IGCC,2045,950000,41000,.
East_Inner_Mongolia-Coal-IGCC_EP,2022,1100000,49000,.
East_Inner_Mongolia-Gas-CCGT,2025,560000,20000,.
East_Inner_Mongolia-Gas-CCGT,2035,560000,20000,.
East_Inner_Mongolia-Gas-CCGT,2045,560000,20000,.
East_Inner_Mongolia-Gas-CCGT_EP,2022,560000,20000,.
East_Inner_Mongolia-Gas-turbine,2025,350000,20000,.
East_Inner_Mongolia-Gas-turbine,2035,350000,20000,.
East_Inner_Mongolia-Gas-turbine,2045,350000,20000,.
East_Inner_Mongolia-Gas-turbine_EP,2022,350000,20000,.
East_Inner_Mongolia-Nuclear,2025,2800000,170000,.
East_Inner_Mongolia-Nuclear,2035,2725000,170000,.
East_Inner_Mongolia-Nuclear,2045,2575000,170000,.
East_Inner_Mongolia-Nuclear_EP,2022,2800000,170000,.
Fujian-Coal-SUBCRITICAL,2025,600000,20000,.
Fujian-Coal-SUBCRITICAL,2035,600000,20000,.
Fujian-Coal-SUBCRITICAL,2045,600000,20000,.
Fujian-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Fujian-Coal-SUPERCRITICAL,2025,700000,30000,.
Fujian-Coal-SUPERCRITICAL,2035,700000,30000,.
Fujian-Coal-SUPERCRITICAL,2045,700000,30000,.
Fujian-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Fujian-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Fujian-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Fujian-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Fujian-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Fujian-Coal-IGCC,2025,1100000,49000,.
Fujian-Coal-IGCC,2035,1050000,44000,.
Fujian-Coal-IGCC,2045,950000,41000,.
Fujian-Coal-IGCC_EP,2022,1100000,49000,.
Fujian-Gas-CCGT,2025,560000,20000,.
Fujian-Gas-CCGT,2035,560000,20000,.
Fujian-Gas-CCGT,2045,560000,20000,.
Fujian-Gas-CCGT_EP,2022,560000,20000,.
Fujian-Gas-turbine,2025,350000,20000,.
Fujian-Gas-turbine,2035,350000,20000,.
Fujian-Gas-turbine,2045,350000,20000,.
Fujian-Gas-turbine_EP,2022,350000,20000,.
Fujian-Nuclear,2025,2800000,170000,.
Fujian-Nuclear,2035,2725000,170000,.
Fujian-Nuclear,2045,2575000,170000,.
Fujian-Nuclear_EP,2022,2800000,170000,.
Gansu-Coal-SUBCRITICAL,2025,600000,20000,.
Gansu-Coal-SUBCRITICAL,2035,600000,20000,.
Gansu-Coal-SUBCRITICAL,2045,600000,20000,.
Gansu-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Gansu-Coal-SUPERCRITICAL,2025,700000,30000,.
Gansu-Coal-SUPERCRITICAL,2035,700000,30000,.
Gansu-Coal-SUPERCRITICAL,2045,700000,30000,.
Gansu-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Gansu-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Gansu-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Gansu-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Gansu-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Gansu-Coal-IGCC,2025,1100000,49000,.
Gansu-Coal-IGCC,2035,1050000,44000,.
Gansu-Coal-IGCC,2045,950000,41000,.
Gansu-Coal-IGCC_EP,2022,1100000,49000,.
Gansu-Gas-CCGT,2025,560000,20000,.
Gansu-Gas-CCGT,2035,560000,20000,.
Gansu-Gas-CCGT,2045,560000,20000,.
Gansu-Gas-CCGT_EP,2022,560000,20000,.
Gansu-Gas-turbine,2025,350000,20000,.
Gansu-Gas-turbine,2035,350000,20000,.
Gansu-Gas-turbine,2045,350000,20000,.
Gansu-Gas-turbine_EP,2022,350000,20000,.
Gansu-Nuclear,2025,2800000,170000,.
Gansu-Nuclear,2035,2725000,170000,.
Gansu-Nuclear,2045,2575000,170000,.
Gansu-Nuclear_EP,2022,2800000,170000,.
Guangdong-Coal-SUBCRITICAL,2025,600000,20000,.
Guangdong-Coal-SUBCRITICAL,2035,600000,20000,.
Guangdong-Coal-SUBCRITICAL,2045,600000,20000,.
Guangdong-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Guangdong-Coal-SUPERCRITICAL,2025,700000,30000,.
Guangdong-Coal-SUPERCRITICAL,2035,700000,30000,.
Guangdong-Coal-SUPERCRITICAL,2045,700000,30000,.
Guangdong-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Guangdong-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Guangdong-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Guangdong-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Guangdong-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Guangdong-Coal-IGCC,2025,1100000,49000,.
Guangdong-Coal-IGCC,2035,1050000,44000,.
Guangdong-Coal-IGCC,2045,950000,41000,.
Guangdong-Coal-IGCC_EP,2022,1100000,49000,.
Guangdong-Gas-CCGT,2025,560000,20000,.
Guangdong-Gas-CCGT,2035,560000,20000,.
Guangdong-Gas-CCGT,2045,560000,20000,.
Guangdong-Gas-CCGT_EP,2022,560000,20000,.
Guangdong-Gas-turbine,2025,350000,20000,.
Guangdong-Gas-turbine,2035,350000,20000,.
Guangdong-Gas-turbine,2045,350000,20000,.
Guangdong-Gas-turbine_EP,2022,350000,20000,.
Guangdong-Nuclear,2025,2800000,170000,.
Guangdong-Nuclear,2035,2725000,170000,.
Guangdong-Nuclear,2045,2575000,170000,.
Guangdong-Nuclear_EP,2022,2800000,170000,.
Guangxi-Coal-SUBCRITICAL,2025,600000,20000,.
Guangxi-Coal-SUBCRITICAL,2035,600000,20000,.
Guangxi-Coal-SUBCRITICAL,2045,600000,20000,.
Guangxi-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Guangxi-Coal-SUPERCRITICAL,2025,700000,30000,.
Guangxi-Coal-SUPERCRITICAL,2035,700000,30000,.
Guangxi-Coal-SUPERCRITICAL,2045,700000,30000,.
Guangxi-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Guangxi-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Guangxi-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Guangxi-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Guangxi-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Guangxi-Coal-IGCC,2025,1100000,49000,.
Guangxi-Coal-IGCC,2035,1050000,44000,.
Guangxi-Coal-IGCC,2045,950000,41000,.
Guangxi-Coal-IGCC_EP,2022,1100000,49000,.
Guangxi-Gas-CCGT,2025,560000,20000,.
Guangxi-Gas-CCGT,2035,560000,20000,.
Guangxi-Gas-CCGT,2045,560000,20000,.
Guangxi-Gas-CCGT_EP,2022,560000,20000,.
Guangxi-Gas-turbine,2025,350000,20000,.
Guangxi-Gas-turbine,2035,350000,20000,.
Guangxi-Gas-turbine,2045,350000,20000,.
Guangxi-Gas-turbine_EP,2022,350000,20000,.
Guangxi-Nuclear,2025,2800000,170000,.
Guangxi-Nuclear,2035,2725000,170000,.
Guangxi-Nuclear,2045,2575000,170000,.
Guangxi-Nuclear_EP,2022,2800000,170000,.
Guizhou-Coal-SUBCRITICAL,2025,600000,20000,.
Guizhou-Coal-SUBCRITICAL,2035,600000,20000,.
Guizhou-Coal-SUBCRITICAL,2045,600000,20000,.
Guizhou-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Guizhou-Coal-SUPERCRITICAL,2025,700000,30000,.
Guizhou-Coal-SUPERCRITICAL,2035,700000,30000,.
Guizhou-Coal-SUPERCRITICAL,2045,700000,30000,.
Guizhou-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Guizhou-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Guizhou-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Guizhou-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Guizhou-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Guizhou-Coal-IGCC,2025,1100000,49000,.
Guizhou-Coal-IGCC,2035,1050000,44000,.
Guizhou-Coal-IGCC,2045,950000,41000,.
Guizhou-Coal-IGCC_EP,2022,1100000,49000,.
Guizhou-Gas-CCGT,2025,560000,20000,.
Guizhou-Gas-CCGT,2035,560000,20000,.
Guizhou-Gas-CCGT,2045,560000,20000,.
Guizhou-Gas-CCGT_EP,2022,560000,20000,.
Guizhou-Gas-turbine,2025,350000,20000,.
Guizhou-Gas-turbine,2035,350000,20000,.
Guizhou-Gas-turbine,2045,350000,20000,.
Guizhou-Gas-turbine_EP,2022,350000,20000,.
Guizhou-Nuclear,2025,2800000,170000,.
Guizhou-Nuclear,2035,2725000,170000,.
Guizhou-Nuclear,2045,2575000,170000,.
Guizhou-Nuclear_EP,2022,2800000,170000,.
Hainan-Coal-SUBCRITICAL,2025,600000,20000,.
Hainan-Coal-SUBCRITICAL,2035,600000,20000,.
Hainan-Coal-SUBCRITICAL,2045,600000,20000,.
Hainan-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Hainan-Coal-SUPERCRITICAL,2025,700000,30000,.
Hainan-Coal-SUPERCRITICAL,2035,700000,30000,.
Hainan-Coal-SUPERCRITICAL,2045,700000,30000,.
Hainan-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Hainan-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Hainan-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Hainan-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Hainan-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Hainan-Coal-IGCC,2025,1100000,49000,.
Hainan-Coal-IGCC,2035,1050000,44000,.
Hainan-Coal-IGCC,2045,950000,41000,.
Hainan-Coal-IGCC_EP,2022,1100000,49000,.
Hainan-Gas-CCGT,2025,560000,20000,.
Hainan-Gas-CCGT,2035,560000,20000,.
Hainan-Gas-CCGT,2045,560000,20000,.
Hainan-Gas-CCGT_EP,2022,560000,20000,.
Hainan-Gas-turbine,2025,350000,20000,.
Hainan-Gas-turbine,2035,350000,20000,.
Hainan-Gas-turbine,2045,350000,20000,.
Hainan-Gas-turbine_EP,2022,350000,20000,.
Hainan-Nuclear,2025,2800000,170000,.
Hainan-Nuclear,2035,2725000,170000,.
Hainan-Nuclear,2045,2575000,170000,.
Hainan-Nuclear_EP,2022,2800000,170000,.
Hebei-Coal-SUBCRITICAL,2025,600000,20000,.
Hebei-Coal-SUBCRITICAL,2035,600000,20000,.
Hebei-Coal-SUBCRITICAL,2045,600000,20000,.
Hebei-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Hebei-Coal-SUPERCRITICAL,2025,700000,30000,.
Hebei-Coal-SUPERCRITICAL,2035,700000,30000,.
Hebei-Coal-SUPERCRITICAL,2045,700000,30000,.
Hebei-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Hebei-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Hebei-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Hebei-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Hebei-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Hebei-Coal-IGCC,2025,1100000,49000,.
Hebei-Coal-IGCC,2035,1050000,44000,.
Hebei-Coal-IGCC,2045,950000,41000,.
Hebei-Coal-IGCC_EP,2022,1100000,49000,.
Hebei-Gas-CCGT,2025,560000,20000,.
Hebei-Gas-CCGT,2035,560000,20000,.
Hebei-Gas-CCGT,2045,560000,20000,.
Hebei-Gas-CCGT_EP,2022,560000,20000,.
Hebei-Gas-turbine,2025,350000,20000,.
Hebei-Gas-turbine,2035,350000,20000,.
Hebei-Gas-turbine,2045,350000,20000,.
Hebei-Gas-turbine_EP,2022,350000,20000,.
Hebei-Nuclear,2025,2800000,170000,.
Hebei-Nuclear,2035,2725000,170000,.
Hebei-Nuclear,2045,2575000,170000,.
Hebei-Nuclear_EP,2022,2800000,170000,.
Heilongjiang-Coal-SUBCRITICAL,2025,600000,20000,.
Heilongjiang-Coal-SUBCRITICAL,2035,600000,20000,.
Heilongjiang-Coal-SUBCRITICAL,2045,600000,20000,.
Heilongjiang-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Heilongjiang-Coal-SUPERCRITICAL,2025,700000,30000,.
Heilongjiang-Coal-SUPERCRITICAL,2035,700000,30000,.
Heilongjiang-Coal-SUPERCRITICAL,2045,700000,30000,.
Heilongjiang-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Heilongjiang-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Heilongjiang-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Heilongjiang-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Heilongjiang-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Heilongjiang-Coal-IGCC,2025,1100000,49000,.
Heilongjiang-Coal-IGCC,2035,1050000,44000,.
Heilongjiang-Coal-IGCC,2045,950000,41000,.
Heilongjiang-Coal-IGCC_EP,2022,1100000,49000,.
Heilongjiang-Gas-CCGT,2025,560000,20000,.
Heilongjiang-Gas-CCGT,2035,560000,20000,.
Heilongjiang-Gas-CCGT,2045,560000,20000,.
Heilongjiang-Gas-CCGT_EP,2022,560000,20000,.
Heilongjiang-Gas-turbine,2025,350000,20000,.
Heilongjiang-Gas-turbine,2035,350000,20000,.
Heilongjiang-Gas-turbine,2045,350000,20000,.
Heilongjiang-Gas-turbine_EP,2022,350000,20000,.
Heilongjiang-Nuclear,2025,2800000,170000,.
Heilongjiang-Nuclear,2035,2725000,170000,.
Heilongjiang-Nuclear,2045,2575000,170000,.
Heilongjiang-Nuclear_EP,2022,2800000,170000,.
Henan-Coal-SUBCRITICAL,2025,600000,20000,.
Henan-Coal-SUBCRITICAL,2035,600000,20000,.
Henan-Coal-SUBCRITICAL,2045,600000,20000,.
Henan-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Henan-Coal-SUPERCRITICAL,2025,700000,30000,.
Henan-Coal-SUPERCRITICAL,2035,700000,30000,.
Henan-Coal-SUPERCRITICAL,2045,700000,30000,.
Henan-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Henan-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Henan-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Henan-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Henan-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Henan-Coal-IGCC,2025,1100000,49000,.
Henan-Coal-IGCC,2035,1050000,44000,.
Henan-Coal-IGCC,2045,950000,41000,.
Henan-Coal-IGCC_EP,2022,1100000,49000,.
Henan-Gas-CCGT,2025,560000,20000,.
Henan-Gas-CCGT,2035,560000,20000,.
Henan-Gas-CCGT,2045,560000,20000,.
Henan-Gas-CCGT_EP,2022,560000,20000,.
Henan-Gas-turbine,2025,350000,20000,.
Henan-Gas-turbine,2035,350000,20000,.
Henan-Gas-turbine,2045,350000,20000,.
Henan-Gas-turbine_EP,2022,350000,20000,.
Henan-Nuclear,2025,2800000,170000,.
Henan-Nuclear,2035,2725000,170000,.
Henan-Nuclear,2045,2575000,170000,.
Henan-Nuclear_EP,2022,2800000,170000,.
Hubei-Coal-SUBCRITICAL,2025,600000,20000,.
Hubei-Coal-SUBCRITICAL,2035,600000,20000,.
Hubei-Coal-SUBCRITICAL,2045,600000,20000,.
Hubei-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Hubei-Coal-SUPERCRITICAL,2025,700000,30000,.
Hubei-Coal-SUPERCRITICAL,2035,700000,30000,.
Hubei-Coal-SUPERCRITICAL,2045,700000,30000,.
Hubei-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Hubei-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Hubei-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Hubei-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Hubei-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Hubei-Coal-IGCC,2025,1100000,49000,.
Hubei-Coal-IGCC,2035,1050000,44000,.
Hubei-Coal-IGCC,2045,950000,41000,.
Hubei-Coal-IGCC_EP,2022,1100000,49000,.
Hubei-Gas-CCGT,2025,560000,20000,.
Hubei-Gas-CCGT,2035,560000,20000,.
Hubei-Gas-CCGT,2045,560000,20000,.
Hubei-Gas-CCGT_EP,2022,560000,20000,.
Hubei-Gas-turbine,2025,350000,20000,.
Hubei-Gas-turbine,2035,350000,20000,.
Hubei-Gas-turbine,2045,350000,20000,.
Hubei-Gas-turbine_EP,2022,350000,20000,.
Hubei-Nuclear,2025,2800000,170000,.
Hubei-Nuclear,2035,2725000,170000,.
Hubei-Nuclear,2045,2575000,170000,.
Hubei-Nuclear_EP,2022,2800000,170000,.
Hunan-Coal-SUBCRITICAL,2025,600000,20000,.
Hunan-Coal-SUBCRITICAL,2035,600000,20000,.
Hunan-Coal-SUBCRITICAL,2045,600000,20000,.
Hunan-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Hunan-Coal-SUPERCRITICAL,2025,700000,30000,.
Hunan-Coal-SUPERCRITICAL,2035,700000,30000,.
Hunan-Coal-SUPERCRITICAL,2045,700000,30000,.
Hunan-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Hunan-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Hunan-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Hunan-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Hunan-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Hunan-Coal-IGCC,2025,1100000,49000,.
Hunan-Coal-IGCC,2035,1050000,44000,.
Hunan-Coal-IGCC,2045,950000,41000,.
Hunan-Coal-IGCC_EP,2022,1100000,49000,.
Hunan-Gas-CCGT,2025,560000,20000,.
Hunan-Gas-CCGT,2035,560000,20000,.
Hunan-Gas-CCGT,2045,560000,20000,.
Hunan-Gas-CCGT_EP,2022,560000,20000,.
Hunan-Gas-turbine,2025,350000,20000,.
Hunan-Gas-turbine,2035,350000,20000,.
Hunan-Gas-turbine,2045,350000,20000,.
Hunan-Gas-turbine_EP,2022,350000,20000,.
Hunan-Nuclear,2025,2800000,170000,.
Hunan-Nuclear,2035,2725000,170000,.
Hunan-Nuclear,2045,2575000,170000,.
Hunan-Nuclear_EP,2022,2800000,170000,.
Jiangsu-Coal-SUBCRITICAL,2025,600000,20000,.
Jiangsu-Coal-SUBCRITICAL,2035,600000,20000,.
Jiangsu-Coal-SUBCRITICAL,2045,600000,20000,.
Jiangsu-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Jiangsu-Coal-SUPERCRITICAL,2025,700000,30000,.
Jiangsu-Coal-SUPERCRITICAL,2035,700000,30000,.
Jiangsu-Coal-SUPERCRITICAL,2045,700000,30000,.
Jiangsu-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Jiangsu-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Jiangsu-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Jiangsu-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Jiangsu-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Jiangsu-Coal-IGCC,2025,1100000,49000,.
Jiangsu-Coal-IGCC,2035,1050000,44000,.
Jiangsu-Coal-IGCC,2045,950000,41000,.
Jiangsu-Coal-IGCC_EP,2022,1100000,49000,.
Jiangsu-Gas-CCGT,2025,560000,20000,.
Jiangsu-Gas-CCGT,2035,560000,20000,.
Jiangsu-Gas-CCGT,2045,560000,20000,.
Jiangsu-Gas-CCGT_EP,2022,560000,20000,.
Jiangsu-Gas-turbine,2025,350000,20000,.
Jiangsu-Gas-turbine,2035,350000,20000,.
Jiangsu-Gas-turbine,2045,350000,20000,.
Jiangsu-Gas-turbine_EP,2022,350000,20000,.
Jiangsu-Nuclear,2025,2800000,170000,.
Jiangsu-Nuclear,2035,2725000,170000,.
Jiangsu-Nuclear,2045,2575000,170000,.
Jiangsu-Nuclear_EP,2022,2800000,170000,.
Jiangxi-Coal-SUBCRITICAL,2025,600000,20000,.
Jiangxi-Coal-SUBCRITICAL,2035,600000,20000,.
Jiangxi-Coal-SUBCRITICAL,2045,600000,20000,.
Jiangxi-Coal-SUBCRITICAL_EP,2022,600000,20000,.
Jiangxi-Coal-SUPERCRITICAL,2025,700000,30000,.
Jiangxi-Coal-SUPERCRITICAL,2035,700000,30000,.
Jiangxi-Coal-SUPERCRITICAL,2045,700000,30000,.
Jiangxi-Coal-SUPERCRITICAL_EP,2022,700000,30000,.
Jiangxi-Coal-ULTRASUPERCRITICAL,2025,800000,30000,.
Jiangxi-Coal-ULTRASUPERCRITICAL,2035,800000,30000,.
Jiangxi-Coal-ULTRASUPERCRITICAL,2045,800000,30000,.
Jiangxi-Coal-ULTRASUPERCRITICAL_EP,2022,800000,30000,.
Jiangxi-Coal-IGCC,2025,1100000,49000,.
Jiangxi-Coal-IGCC,2035,1050000,44000,.
Jiangxi-Coal-IGCC,2045,950000,41000,.
Jiangxi-Coal-IGCC_EP,2022,1100000,49000,.
Jiangxi-Gas-CCGT,2025,560000,20000,.
Jiangxi-Gas-CCGT,2035,560000,20000,.
Jiangxi-Gas-CCGT,2045,560000,20000,.
Jiangxi-Gas-CCGT_EP,2022,560000,20000,.
Jiangxi-Gas-turbine,2025,350000,20000,.
Jiangxi-Gas-turbine,2035,350000,20000,.
Jiangxi-Gas-turbine,2045,350000,20000,.
